order_experience,inernational_oil_pr,Exchange_rate,shipowner,ship_kinds,ship_fee,chinese_bid_yn,ship size,domestic_competitor_bidding_yn,order_backlog,bid_pr,order_yn
yes,21.68,1453.0,H,B,5258.0,no,12181.01,no,161.49,11.26,no
yes,10.48,1346.0,D,A,5771.0,no,14994.94,no,253.57,10.83,no
no,20.0,1158.0,K,E,11450.0,no,16675.67,no,178.09,11.44,no
yes,47.36,1116.0,C,B,12205.0,no,16136.28,yes,108.11,11.19,no
no,18.13,1110.0,M,D,6821.0,no,13242.35,no,145.28,10.82,no
no,20.11,1050.0,D,B,6223.0,no,14959.57,no,155.84,10.84,no
yes,15.79,1143.0,D,B,8031.0,no,15379.87,no,158.84,10.82,no
yes,32.98,1194.0,D,B,10044.0,yes,19260.4,yes,172.15,10.89,no
yes,24.83,1074.0,E,I,4762.0,yes,18011.33,no,233.63,12.48,no
yes,30.33,1159.0,L,D,7969.0,yes,17972.94,no,143.96,10.85,no
yes,15.76,1411.0,F,A,5944.0,yes,14971.41,no,155.11,10.83,no
yes,47.6,1087.0,D,B,6995.0,yes,18106.46,yes,185.65,10.82,no
yes,18.55,1407.0,J,B,7385.0,yes,13475.38,no,147.98,10.82,no
yes,16.37,1093.0,B,B,8092.0,no,14542.78,no,146.22,10.83,no
no,59.22,1081.0,L,D,7911.0,no,14210.91,no,108.89,10.82,no
yes,45.72,1126.0,G,B,3239.0,no,16047.25,yes,242.43,10.82,no
yes,26.35,1057.0,D,B,5374.0,no,13432.9,no,244.68,10.82,no
no,25.89,1327.0,B,B,8429.0,yes,31078.64,no,141.06,12.04,no
yes,30.44,1212.0,D,B,9954.0,no,14547.94,yes,209.23,10.82,no
yes,20.1,1186.0,L,D,12284.0,no,14377.04,no,171.02,10.85,no
yes,43.89,1156.0,K,E,10180.0,no,15255.82,yes,156.92,10.82,no
yes,18.73,1425.0,F,A,5493.0,yes,16214.27,no,154.37,10.83,no
yes,14.75,1358.0,F,A,6357.0,yes,13633.59,no,152.55,10.83,no
no,66.78,1103.0,H,B,7818.0,no,13643.83,yes,213.45,10.96,no
no,41.35,1092.0,H,B,8107.0,no,11802.75,no,107.81,11.24,no
yes,20.0,1114.0,F,B,6065.0,yes,17853.78,no,281.03,11.22,no
no,30.76,1139.0,M,H,7987.0,no,14551.8,yes,215.51,10.82,no
no,24.63,1095.0,M,H,5768.0,yes,16123.31,no,188.85,10.89,no
yes,36.7,1487.0,D,B,12034.0,no,16117.31,no,141.8,10.82,no
yes,15.0,1140.0,G,B,5904.0,no,14832.37,no,166.01,10.83,no
yes,38.96,1187.0,F,B,14668.0,no,12672.68,yes,223.03,10.82,no
yes,42.45,1118.0,C,B,7966.0,no,12272.39,yes,108.55,10.83,no
yes,37.41,1147.0,F,B,9267.0,no,12691.37,no,190.17,10.83,no
yes,25.05,1506.0,C,A,6394.0,no,11283.95,no,198.52,10.82,no
no,24.19,1139.0,D,B,7523.0,no,14970.94,no,158.74,10.83,no
yes,35.95,1129.0,C,A,12055.0,no,16007.89,yes,245.37,10.82,no
no,20.01,1093.0,K,B,6320.0,no,17880.81,yes,165.76,10.82,no
yes,20.54,1424.0,D,A,8575.0,no,17464.1,no,233.98,10.84,no
yes,24.09,1096.0,G,D,7710.0,no,16017.65,no,144.06,10.82,no
yes,31.56,1175.0,H,B,6306.0,no,15968.93,yes,148.82,10.82,no
yes,20.11,1377.0,H,B,9143.0,no,11217.26,no,137.97,11.29,no
yes,41.6,1172.0,H,B,8375.0,no,15506.01,yes,219.93,10.83,no
no,46.36,1197.0,G,A,7402.0,no,12737.15,yes,188.7,10.82,no
no,72.55,1061.0,L,D,7399.0,no,14136.82,yes,132.96,10.87,no
yes,22.54,1094.0,D,A,6062.0,yes,18051.5,yes,166.99,11.08,no
no,36.75,1170.0,H,B,8731.0,no,18899.79,no,186.05,10.82,no
yes,15.25,1121.0,A,B,8101.0,no,14080.92,yes,147.15,10.85,no
yes,26.94,1044.0,F,B,7059.0,no,14584.08,yes,228.87,10.83,no
yes,39.57,1366.0,G,B,6970.0,no,15041.8,no,186.78,10.82,no
yes,23.58,1173.0,G,B,6845.0,no,16167.0,no,173.57,10.82,no
no,27.08,1079.0,B,B,5594.0,no,13383.84,no,186.19,10.82,no
yes,28.17,1157.0,G,D,5198.0,no,12045.2,no,141.21,10.82,no
yes,35.84,1151.0,H,B,13944.0,no,13045.41,yes,301.31,10.82,no
yes,23.99,1157.0,H,B,8511.0,no,15974.92,yes,155.5,10.89,no
yes,49.3,1271.0,L,D,7783.0,yes,16047.17,no,116.95,10.82,no
yes,24.09,1013.0,J,B,6821.0,no,14636.11,no,108.11,10.82,no
no,32.11,1118.0,F,B,5354.0,yes,14689.82,yes,204.02,10.83,no
no,42.29,1207.0,D,B,11796.0,no,13814.22,no,318.4,10.82,no
yes,14.78,1154.0,K,A,7804.0,no,13726.69,yes,146.76,10.82,no
yes,17.03,1080.0,B,B,7406.0,yes,20366.64,no,181.09,10.83,no
yes,26.24,1582.0,E,I,5049.0,no,12413.32,yes,179.51,11.99,no
no,23.26,1126.0,F,B,6534.0,no,15832.95,yes,173.28,10.82,no
yes,45.85,1190.0,A,B,4502.0,no,12656.84,yes,109.09,11.37,no
no,28.41,1130.0,L,D,6392.0,no,14985.23,yes,186.19,10.9,no
yes,26.96,1101.0,G,A,11032.0,no,13317.51,yes,250.82,10.82,no
yes,40.26,1239.0,K,E,12202.0,no,11882.79,yes,287.07,10.82,no
no,20.84,1147.0,D,B,7425.0,no,18613.93,no,107.91,10.82,no
yes,25.01,1308.0,H,B,5312.0,no,15346.39,yes,108.4,10.82,no
yes,50.79,1165.0,G,B,6959.0,no,15577.32,no,181.77,10.82,no
no,16.65,1060.0,L,D,3983.0,yes,13529.51,no,169.25,10.95,no
no,29.78,1202.0,D,A,9616.0,no,14526.06,yes,244.64,10.82,no
no,51.93,1235.0,K,E,11800.0,no,15897.1,yes,137.23,10.82,no
yes,50.77,1183.0,J,B,10169.0,no,12461.5,yes,287.95,10.82,no
no,16.73,1084.0,L,D,8526.0,yes,15223.42,no,168.86,10.98,no
yes,21.73,1196.0,M,B,8350.0,no,16575.62,no,164.44,11.02,no
no,21.27,1125.0,D,B,6467.0,no,13758.54,no,107.47,10.82,no
no,30.72,1197.0,L,D,4472.0,no,11488.97,yes,187.81,10.89,no
yes,33.13,1096.0,B,A,8403.0,no,13753.1,yes,205.3,11.11,no
yes,13.86,1308.0,H,B,5349.0,no,12596.58,no,148.87,11.27,no
yes,33.03,1165.0,K,B,5462.0,no,14387.32,yes,206.53,10.82,no
no,21.73,1514.0,I,A,6553.0,no,15361.54,yes,178.73,10.87,no
no,21.47,1099.0,H,A,8733.0,no,15866.93,no,284.02,10.82,no
yes,34.78,1142.0,D,B,7058.0,yes,17187.62,no,201.86,11.49,no
yes,20.48,1096.0,J,B,8471.0,no,11949.07,yes,261.43,10.82,no
yes,22.03,1473.0,J,B,7027.0,no,16678.55,yes,108.4,15.44,no
no,29.42,1180.0,F,B,5732.0,no,14563.83,yes,241.98,10.83,no
no,31.47,1289.0,G,B,13438.0,no,10802.27,yes,144.69,10.82,no
yes,29.75,1075.0,A,A,6016.0,no,12880.01,no,198.08,10.82,no
yes,34.09,1187.0,F,B,5648.0,yes,15675.09,no,196.75,10.82,no
no,25.91,1146.0,D,A,12392.0,no,14907.05,yes,245.47,10.82,no
yes,64.04,1204.0,L,D,7118.0,no,13409.19,no,177.75,10.83,no
yes,47.09,1123.0,I,A,19878.0,no,14328.56,yes,176.52,10.82,no
no,33.84,1428.0,C,B,7206.0,no,13422.52,yes,178.78,12.22,no
yes,43.92,1226.0,H,B,6195.0,no,11510.82,no,147.74,10.95,no
yes,43.68,1235.0,J,B,8832.0,no,15647.92,yes,270.07,10.82,no
no,27.8,1181.0,K,E,9223.0,no,14252.27,no,178.24,11.26,no
yes,29.8,1194.0,D,A,14970.0,no,14341.41,yes,108.6,10.82,no
yes,10.23,1235.0,K,A,6119.0,no,16187.29,yes,157.12,10.82,no
yes,32.95,1294.0,E,E,7357.0,no,15314.15,yes,289.96,10.82,no
no,17.84,1158.0,E,I,9786.0,no,12191.86,no,218.46,10.82,no
yes,17.52,1148.0,L,D,6888.0,yes,15897.1,no,126.77,10.82,no
yes,29.34,1176.0,F,B,5456.0,no,13820.25,no,154.07,10.82,no
yes,16.05,1266.0,D,B,5720.0,no,14497.33,no,146.66,10.82,no
yes,26.02,1389.0,F,A,8363.0,yes,16849.11,no,148.43,10.83,no
yes,24.49,1188.0,G,B,6110.0,yes,15401.1,yes,227.2,10.93,no
no,24.78,1099.0,D,B,7304.0,no,15407.52,no,107.96,10.82,no
yes,27.8,1128.0,G,B,6400.0,no,15483.2,no,199.21,10.82,no
no,13.23,1457.0,H,B,6891.0,yes,29915.29,yes,108.45,10.83,no
yes,70.31,1172.0,D,A,21675.0,no,13595.54,yes,194.69,10.94,no
no,33.46,1393.0,C,B,5788.0,no,15380.76,yes,163.01,12.09,no
no,22.41,1399.0,C,B,6660.0,no,13964.74,no,142.93,10.88,no
no,17.26,1113.0,B,B,5443.0,yes,15828.55,no,152.85,10.95,no
yes,21.99,1059.0,D,B,7768.0,no,15156.51,no,146.56,10.82,no
no,28.64,1098.0,K,B,8704.0,no,11941.4,yes,187.37,10.82,no
yes,19.49,1161.0,D,B,7274.0,no,12463.32,yes,148.03,10.83,no
yes,36.07,1147.0,A,E,6463.0,no,17258.32,no,244.14,10.82,no
no,16.07,1028.0,M,D,6511.0,no,10767.09,no,139.19,10.82,no
yes,21.91,1154.0,D,B,9480.0,no,13048.63,yes,202.89,10.82,no
no,14.5,1385.0,K,B,5207.0,no,15161.08,no,192.38,11.98,no
yes,23.69,1088.0,C,B,7439.0,no,17120.57,yes,140.27,10.82,no
no,69.71,1144.0,K,E,8951.0,no,13719.6,yes,191.89,13.87,no
yes,23.0,1067.0,B,B,8429.0,no,14780.17,no,167.83,10.82,no
yes,27.85,1549.0,F,B,7199.0,no,15127.74,yes,199.85,10.82,no
yes,24.22,1510.0,G,A,9232.0,no,12076.81,yes,109.33,10.84,no
yes,25.31,1355.0,G,A,8780.0,no,11297.27,yes,163.85,10.82,no
yes,28.51,1150.0,A,B,6720.0,no,14079.07,no,146.12,10.82,no
no,22.36,1098.0,M,H,5539.0,no,15695.03,no,172.44,10.82,no
yes,59.65,1247.0,K,E,7443.0,no,14323.98,no,147.69,10.83,no
yes,19.57,1124.0,J,B,6461.0,no,14021.71,no,183.49,10.82,no
no,33.03,1116.0,K,E,8720.0,no,14208.3,yes,180.64,10.82,no
yes,20.76,1093.0,L,D,7110.0,yes,20047.91,no,245.86,11.61,no
yes,53.64,1116.0,J,B,9313.0,no,15607.47,yes,160.12,10.82,no
yes,50.89,1070.0,L,D,5821.0,no,16654.35,no,156.09,10.82,no
no,31.17,1058.0,C,B,9147.0,no,11830.81,yes,108.11,10.82,no
yes,56.31,1098.0,C,B,13416.0,no,12150.3,yes,109.14,11.23,no
no,17.49,1278.0,D,B,9187.0,no,14421.52,no,168.91,10.82,no
yes,29.49,1515.0,D,B,5109.0,no,15435.89,no,154.81,10.82,no
yes,36.32,1193.0,H,B,6145.0,no,12472.51,yes,205.35,10.82,no
yes,21.98,1101.0,F,B,7306.0,yes,15054.24,no,266.69,11.17,no
no,42.19,1243.0,L,D,7225.0,no,14248.61,no,182.36,10.83,no
no,25.48,1275.0,H,B,12469.0,no,15089.35,no,150.83,10.82,no
yes,56.97,1171.0,J,B,19144.0,no,12961.05,no,281.96,10.82,no
yes,20.31,1156.0,J,B,6198.0,no,11855.72,no,108.25,10.82,no
yes,36.94,1358.0,G,B,6916.0,no,17966.31,no,170.08,10.82,no
no,25.08,1104.0,D,B,8732.0,yes,14848.9,yes,176.81,11.41,no
yes,24.16,1112.0,N,F,6100.0,no,15486.88,yes,152.8,10.83,no
yes,40.79,1133.0,G,B,6644.0,no,15020.74,yes,200.19,10.82,no
no,14.85,1144.0,H,B,7606.0,yes,14891.06,yes,253.57,10.82,no
yes,32.14,1160.0,I,A,5659.0,no,15016.41,no,158.94,10.82,no
yes,28.07,1166.0,I,A,6465.0,no,15587.1,no,164.19,10.82,no
yes,20.21,1098.0,D,B,6208.0,yes,15014.72,no,189.83,10.83,no
yes,42.39,1154.0,F,B,15644.0,no,16081.95,yes,213.79,10.82,no
yes,37.42,1078.0,F,B,7605.0,no,16770.48,no,169.99,10.82,no
yes,34.06,1078.0,A,B,5809.0,no,13259.09,yes,108.74,11.42,no
no,27.29,1231.0,D,B,7768.0,no,13371.5,no,160.16,10.82,no
yes,42.74,1109.0,K,E,7335.0,no,15868.24,yes,197.0,11.04,no
yes,33.5,1498.0,D,B,6328.0,no,15629.24,no,148.57,10.82,no
yes,30.46,1145.0,A,A,10793.0,no,15444.63,yes,252.3,10.82,no
yes,33.05,1182.0,L,D,7513.0,yes,23056.95,no,177.3,11.02,no
no,32.34,1114.0,B,B,6699.0,yes,19358.64,yes,172.25,11.5,no
yes,15.53,1345.0,J,B,6296.0,yes,15010.02,no,151.28,10.83,no
yes,36.86,1076.0,K,E,6837.0,no,13094.07,yes,252.35,16.66,no
yes,36.05,1202.0,D,B,10092.0,yes,17694.51,yes,169.79,10.88,no
yes,27.21,1103.0,D,B,7691.0,no,14168.38,no,240.31,10.82,no
yes,22.47,1103.0,A,B,11057.0,no,13238.64,no,152.36,10.82,no
yes,53.43,1234.0,I,E,6915.0,no,16216.6,yes,349.09,10.82,no
yes,32.85,1538.0,C,B,7346.0,no,15493.35,no,108.01,11.12,no
no,31.0,1078.0,B,B,7411.0,yes,13873.71,no,182.36,10.82,no
yes,26.19,1171.0,H,B,9273.0,no,13795.61,no,187.13,10.82,no
yes,27.65,1059.0,G,A,7070.0,no,13435.5,yes,161.24,10.82,no
no,20.51,1327.0,H,B,8155.0,yes,25520.0,yes,108.65,10.84,no
no,24.21,1216.0,L,D,5976.0,no,15289.02,no,108.11,10.82,no
no,24.83,1055.0,B,B,8320.0,no,14784.16,no,178.78,10.82,no
yes,21.71,1258.0,M,B,6365.0,no,17012.1,no,168.07,11.05,no
yes,31.6,1158.0,D,B,7349.0,no,19101.19,yes,230.49,10.82,no
yes,37.31,1670.0,F,B,6852.0,no,12377.73,no,247.88,15.34,no
no,27.72,1480.0,L,D,6005.0,yes,16757.25,yes,168.76,10.82,no
no,19.24,1145.0,M,H,5504.0,yes,17038.81,no,188.75,10.89,no
no,30.46,1207.0,L,D,6212.0,no,12906.79,yes,185.85,10.9,no
yes,18.74,1278.0,D,B,6852.0,no,15915.05,no,108.99,10.82,no
no,40.89,1162.0,K,A,7265.0,no,15969.18,yes,178.83,10.82,no
yes,26.19,1090.0,H,B,7954.0,no,16145.28,yes,186.14,10.82,no
yes,26.27,1506.0,G,A,7410.0,no,14474.34,yes,108.6,10.84,no
yes,51.1,1207.0,K,E,9108.0,no,11543.99,no,150.98,10.83,no
no,28.59,1244.0,H,B,7262.0,no,13423.64,no,169.05,10.82,no
yes,12.49,1141.0,G,B,8587.0,no,15382.45,no,195.52,10.82,no
yes,25.46,1110.0,A,B,9976.0,no,13550.11,no,176.96,10.82,no
no,20.74,1338.0,D,B,8409.0,no,17754.99,no,109.14,11.27,no
yes,32.67,1208.0,K,E,7468.0,no,12741.25,yes,295.12,10.82,no
yes,42.39,1197.0,K,E,9431.0,no,15670.37,yes,315.65,10.82,no
yes,19.49,1088.0,D,A,8448.0,no,13103.45,no,179.02,10.82,no
no,32.87,1167.0,D,B,10926.0,no,14769.14,yes,109.09,10.82,no
yes,39.01,1122.0,L,D,5246.0,no,16972.8,no,108.74,12.0,no
yes,37.44,1136.0,F,B,5648.0,no,17120.48,yes,187.22,10.82,no
yes,37.11,1149.0,G,B,5528.0,no,14602.17,yes,193.02,10.82,no
yes,32.31,1113.0,G,B,7619.0,no,13632.34,no,228.63,10.82,no
yes,21.5,1125.0,N,F,9207.0,no,13050.65,yes,162.23,10.83,no
yes,33.94,1124.0,K,E,7083.0,no,13748.79,yes,213.4,11.06,no
yes,43.68,1173.0,D,B,8484.0,no,13864.92,yes,167.78,10.82,no
yes,20.21,1189.0,D,B,8966.0,yes,12800.65,no,107.66,10.85,no
no,28.33,1085.0,K,E,10974.0,no,13715.26,no,190.07,11.32,no
yes,14.57,1194.0,F,B,7565.0,yes,15180.77,no,108.25,10.83,no
no,59.68,1152.0,L,D,10505.0,no,15226.97,yes,109.04,10.83,no
yes,19.5,1184.0,B,B,9990.0,yes,18614.29,no,109.33,10.88,no
no,19.72,1213.0,H,B,7428.0,no,12760.03,no,182.9,12.16,no
yes,14.42,1230.0,K,A,6432.0,no,14895.07,yes,156.04,10.82,no
no,50.52,1138.0,K,G,7287.0,no,13898.33,no,108.5,10.98,no
yes,62.39,1104.0,C,B,10373.0,no,16404.6,yes,108.45,11.25,no
no,27.36,1102.0,F,B,7701.0,yes,18240.94,yes,199.85,10.83,no
no,47.64,1057.0,H,B,5706.0,no,14292.94,no,108.55,11.31,no
yes,22.06,1221.0,F,B,10185.0,yes,20394.12,yes,238.69,10.82,no
yes,23.31,1170.0,K,A,4853.0,no,17084.98,no,159.97,10.92,no
yes,24.98,1166.0,K,A,13874.0,yes,17053.88,yes,137.62,10.82,no
yes,40.51,1333.0,B,A,21448.0,yes,24657.03,yes,223.96,10.83,no
yes,21.2,1160.0,C,B,8162.0,no,17129.84,yes,143.76,10.82,no
yes,22.62,1131.0,F,B,7414.0,yes,18579.07,no,271.89,11.17,no
yes,41.27,1120.0,C,B,7309.0,no,17680.48,no,209.91,10.83,no
yes,11.53,1355.0,L,D,6577.0,no,12267.95,no,141.65,10.82,no
no,53.56,1110.0,L,D,5893.0,no,12212.12,yes,132.32,10.87,no
no,15.15,1059.0,D,B,10614.0,yes,15157.04,yes,143.42,10.83,no
yes,33.68,1182.0,K,E,7489.0,no,13987.81,yes,295.07,10.83,no
yes,31.1,1191.0,G,B,8467.0,yes,17104.43,yes,220.91,10.94,no
no,56.3,1141.0,L,D,5842.0,no,15685.58,no,107.52,10.82,no
yes,37.22,1956.0,L,D,7296.0,no,15839.0,yes,108.65,10.82,no
no,17.57,1087.0,B,B,6208.0,yes,15465.1,no,151.62,10.93,no
yes,97.88,1845.0,L,D,7462.0,yes,18793.66,no,108.94,11.23,no
yes,40.56,1158.0,F,E,7603.0,no,15423.89,yes,182.41,10.82,no
yes,35.82,1186.0,K,A,14026.0,yes,17862.6,yes,140.62,10.82,no
no,20.94,1365.0,H,B,6342.0,yes,31351.04,yes,108.99,10.84,no
yes,37.85,1193.0,I,E,7019.0,no,13229.3,yes,302.54,10.82,no
no,65.74,1212.0,L,D,11328.0,no,16731.88,yes,108.06,10.83,no
yes,13.12,1150.0,D,B,6786.0,no,14090.07,no,145.48,10.82,no
yes,26.96,1185.0,L,D,10708.0,no,10894.31,no,178.48,10.85,no
yes,45.19,1448.0,C,B,10121.0,no,15030.92,no,108.16,10.82,no
yes,42.37,1169.0,J,B,8414.0,no,17693.27,no,272.04,10.82,no
no,27.34,1196.0,D,B,6230.0,no,14478.4,no,161.05,10.82,no
yes,17.24,1407.0,F,A,4596.0,yes,17062.38,no,154.52,10.83,no
yes,33.92,1556.0,C,B,6702.0,no,14641.12,no,108.99,11.19,no
yes,72.55,1403.0,D,A,13096.0,no,14752.13,no,154.27,10.82,no
yes,43.54,1091.0,K,E,7570.0,no,14339.95,no,336.77,10.82,no
no,57.82,1074.0,K,E,8293.0,no,15498.71,yes,209.96,13.25,no
yes,27.87,1102.0,K,A,5386.0,no,15409.2,yes,207.26,10.83,no
yes,16.8,1208.0,D,B,7001.0,no,14424.48,no,142.63,10.82,no
yes,34.3,1178.0,H,B,16147.0,no,13549.68,yes,305.48,10.82,no
yes,39.7,1150.0,D,A,15407.0,no,17004.9,yes,108.6,10.82,no
no,30.66,1508.0,B,A,8675.0,no,13826.57,no,230.79,10.82,no
yes,23.05,1351.0,E,A,6390.0,no,16285.58,no,196.8,10.82,no
yes,35.14,1127.0,D,E,5623.0,no,15476.78,yes,174.16,11.35,no
yes,59.12,1097.0,D,B,8532.0,no,16241.7,yes,248.52,10.82,no
yes,34.67,1178.0,D,B,9794.0,yes,18707.15,yes,182.56,10.87,no
yes,22.01,1091.0,D,A,7933.0,no,18404.1,no,221.31,11.07,no
yes,15.3,1113.0,F,B,6732.0,yes,13891.58,no,294.93,11.19,no
yes,36.0,1080.0,F,E,9192.0,no,12529.64,yes,183.2,10.82,no
yes,20.72,1090.0,D,B,7836.0,no,13528.67,yes,108.5,10.82,no
yes,28.0,1192.0,I,A,7526.0,no,18267.66,no,164.14,10.83,no
yes,44.72,1131.0,K,E,6353.0,no,15532.38,no,108.5,11.05,no
yes,25.36,1189.0,F,B,10329.0,yes,19135.75,yes,256.13,10.82,no
yes,33.48,1091.0,G,A,7543.0,no,15286.54,yes,161.83,10.82,no
yes,60.69,1113.0,D,B,7254.0,yes,19996.83,yes,175.49,10.82,no
yes,48.21,1165.0,G,B,5522.0,no,13810.54,no,176.32,10.82,no
yes,21.42,1130.0,D,B,7383.0,no,16391.28,no,156.33,10.82,no
yes,26.4,1495.0,A,B,7264.0,no,13888.24,no,108.3,10.82,no
yes,72.42,1128.0,D,B,9936.0,no,11064.29,yes,232.01,10.82,no
yes,32.37,1234.0,K,E,7209.0,no,15088.25,no,176.71,10.82,no
yes,18.93,1351.0,J,B,7308.0,yes,14878.17,no,150.44,10.82,no
yes,20.64,1374.0,G,B,10298.0,no,13767.15,yes,145.97,12.18,no
yes,50.56,1104.0,K,E,7564.0,no,14596.81,no,108.2,11.06,no
yes,44.62,1119.0,J,B,25949.0,yes,14896.79,yes,241.05,10.95,no
yes,42.88,1162.0,B,B,10484.0,no,13959.64,no,282.01,10.89,no
no,35.11,1106.0,L,D,9850.0,yes,16945.12,yes,183.0,10.83,no
yes,51.08,1119.0,D,A,18079.0,no,15371.0,yes,185.85,10.93,no
yes,36.32,1091.0,J,B,10447.0,no,13415.18,no,119.11,10.82,no
no,21.42,1154.0,M,H,7380.0,yes,15405.63,no,172.93,10.9,no
yes,44.04,1170.0,D,A,16396.0,no,12695.81,yes,108.84,10.82,no
no,16.19,1377.0,H,B,9524.0,yes,26269.38,yes,108.4,10.83,no
yes,29.78,1152.0,A,E,7010.0,no,16328.26,no,262.07,10.83,no
yes,19.78,1145.0,A,B,8484.0,no,14410.36,yes,145.38,10.85,no
yes,40.33,1169.0,H,B,7043.0,no,14446.75,no,157.36,10.95,no
no,21.15,1157.0,D,B,9602.0,yes,19309.19,yes,181.23,11.31,no
yes,37.17,1152.0,G,B,6953.0,no,15986.64,yes,255.29,10.83,no
yes,24.63,1077.0,H,B,10372.0,no,13480.99,no,172.49,10.82,no
yes,38.36,1136.0,F,B,5168.0,yes,15594.86,no,214.33,10.82,no
yes,28.86,1388.0,A,B,7524.0,no,12395.62,no,108.01,10.83,no
yes,30.82,1168.0,H,B,14474.0,no,15992.72,yes,319.28,10.82,no
no,18.69,1089.0,L,D,6762.0,yes,20579.33,no,172.25,11.04,no
no,16.8,1073.0,H,B,9297.0,no,15569.8,no,188.11,10.82,no
yes,37.03,1161.0,F,B,9273.0,no,10739.63,no,179.22,10.82,no
yes,27.98,1036.0,G,A,9941.0,no,14799.82,yes,237.76,10.82,no
no,20.71,1101.0,D,B,8676.0,no,15676.42,no,107.76,10.82,no
yes,40.92,1150.0,D,B,7323.0,no,12186.7,no,184.52,11.02,no
yes,22.82,1093.0,L,D,6827.0,yes,19585.33,no,126.87,10.83,no
yes,19.45,1432.0,D,B,8455.0,yes,17352.91,yes,178.97,11.01,no
yes,41.88,1168.0,D,B,12013.0,no,14680.68,yes,165.47,10.82,no
yes,19.54,1046.0,K,A,6360.0,no,13778.68,yes,199.85,10.83,no
yes,50.89,1066.0,K,E,6947.0,no,13377.54,no,207.8,10.82,no
yes,40.23,1057.0,A,B,6374.0,no,15846.23,no,184.72,10.82,no
no,24.63,1086.0,B,B,6518.0,no,14667.15,yes,151.03,11.74,no
no,19.83,1133.0,B,B,6106.0,yes,16779.88,yes,180.1,10.84,no
yes,39.52,1055.0,D,B,6738.0,yes,16997.89,no,217.48,11.39,no
no,47.52,1194.0,D,B,10623.0,no,16049.92,no,352.93,10.82,no
no,13.04,1073.0,K,B,5378.0,no,12784.9,no,170.18,10.82,no
no,24.32,1102.0,D,B,6354.0,no,14674.32,no,108.7,10.82,no
yes,49.45,1127.0,K,B,5519.0,no,14249.63,yes,196.75,10.82,no
yes,29.98,1222.0,D,E,9070.0,no,15321.26,no,187.47,12.22,no
no,14.7,1061.0,M,D,5320.0,no,13966.03,no,147.44,10.82,no
no,12.72,1108.0,K,B,8489.0,yes,22968.3,yes,205.2,10.87,no
no,42.27,1148.0,H,B,7138.0,no,12513.63,no,108.55,11.27,no
yes,16.91,1379.0,D,A,8398.0,no,13223.96,no,229.95,10.84,no
yes,21.63,1053.0,H,B,7128.0,no,17179.6,no,226.76,11.7,no
yes,45.56,1142.0,C,B,7267.0,no,13708.06,no,182.02,10.82,no
no,18.23,1044.0,B,B,6252.0,no,13387.98,yes,245.13,10.82,no
yes,42.88,1145.0,J,B,24137.0,yes,14843.82,yes,217.43,10.94,no
no,37.49,1144.0,H,B,11648.0,no,12693.5,no,170.38,10.82,no
yes,21.2,1422.0,A,B,7669.0,no,13780.13,no,107.76,10.83,no
yes,19.24,1240.0,K,A,6552.0,no,13537.43,no,174.21,10.96,no
yes,17.29,1134.0,F,B,7025.0,yes,16534.08,no,241.34,11.14,no
no,23.81,1172.0,D,B,5835.0,no,12027.27,no,165.37,10.82,no
yes,40.34,1088.0,F,B,6615.0,no,14570.66,yes,241.1,10.83,no
no,26.9,1061.0,L,D,7746.0,no,17107.67,no,152.65,10.93,no
yes,26.98,1016.0,J,B,7797.0,no,14951.74,no,108.5,10.82,no
no,24.55,1250.0,D,B,6928.0,no,13754.84,no,164.78,10.82,no
yes,15.87,1187.0,G,B,7877.0,no,12416.75,yes,176.17,10.88,no
yes,72.2,1270.0,E,C,4972.0,no,13981.1,no,108.74,10.84,no
yes,30.94,1104.0,G,B,5505.0,no,14310.63,no,226.12,10.82,no
yes,33.17,1143.0,D,B,7655.0,no,14579.1,yes,228.77,10.82,no
yes,28.55,1339.0,G,A,9031.0,no,13400.8,yes,108.45,10.84,no
no,31.47,1217.0,K,E,7862.0,no,13936.58,yes,178.97,10.82,no
yes,19.68,1055.0,K,B,6974.0,yes,13660.33,yes,268.41,10.84,no
yes,24.01,1178.0,G,B,7869.0,yes,15499.51,yes,209.32,10.92,no
yes,78.16,1424.0,D,A,13375.0,no,15207.12,no,157.91,10.82,no
yes,37.69,1075.0,L,D,5822.0,yes,15617.67,no,147.69,10.85,no
yes,26.52,1467.0,H,B,8348.0,no,15191.99,yes,107.86,10.82,no
yes,47.17,1490.0,C,B,6211.0,no,13246.98,no,108.4,10.82,no
yes,18.69,1093.0,G,B,7171.0,no,14014.89,no,224.25,11.19,no
yes,20.13,1135.0,G,B,9704.0,yes,17038.14,no,183.25,10.85,no
yes,26.25,1096.0,J,B,7244.0,yes,23137.96,no,220.91,13.25,no
yes,37.72,1154.0,G,B,6314.0,no,19389.42,yes,249.99,10.83,no
yes,20.16,1239.0,L,D,5045.0,no,14863.54,yes,177.16,10.82,no
yes,35.9,1166.0,L,D,5773.0,yes,16084.7,no,152.65,10.84,no
yes,21.0,1263.0,K,B,9766.0,no,14604.2,yes,267.82,12.08,no
no,28.15,1079.0,L,D,3978.0,no,16305.67,no,254.16,10.82,no
yes,19.21,1071.0,K,B,9432.0,yes,17936.75,yes,276.12,10.83,no
yes,19.75,1296.0,E,B,6560.0,no,12808.39,no,346.3,10.83,no
no,25.11,1121.0,M,H,7757.0,yes,16301.95,no,195.62,10.91,no
